album_id,artist_id
4bFD3e4YDki1tu4EQCfSdt,6M2wZ9GZgrQXHCFfjv46we
69wjSAZXZiD2EBia3b3gxL,6zFYqv1mOsgBRQbae3JJ9e
1Co1PfkD3RSirfxw6h2KfJ,3gvT4Mc7kn54IUy08Y0Tr5
0bJMFJ2XQwpO5nKTrYdUtX,22bE4uQ6baNwSHPVcDxLCe
2tJXza5ryx9DKIsmAI8neb,12Chz98pHFMPJEknJQMWvI
3zGFU1Eq1SCPkmYGmuCCxB,2kreKea2n96dXjcyAU9j5N
1GoqBRUPZzBKvMKZxSQ1mp,67hb7towEyKvt5Z8Bx306c
5pd9B3KQWKshHw4lnsSLNy,1w5Kfo2jwwIPruYS2UWh56
5lNzygOpCmzRx4N301icBB,1yxSLGMDHlW21z4YXirZDS
1hj1SYbJYdXloRiSjsCLXg,4QQgXkCYTt3BlENzhyNETg
1hj1SYbJYdXloRiSjsCLXg,artist_missing_d5dcb2efcb7a
5zwp1Sa7v6Mjp9CNZLZ7RO,1yxSLGMDHlW21z4YXirZDS
5UwIyIyFzkM7wKeGtRJPgB,5ksRONqssB7BR161NTtJAm
0WizSRN8LuMWhliou9PFlg,26T3LtbuGT1Fu9m0eRq5X3
2V3WS9tlPYmscBNWHHYu9X,6sN51vEARnAAdBw1IKZ8Q9
5cXPuSJTCxftUGheHpv4bC,7dnB1wSxbYa8CejeVg98hz
5cXPuSJTCxftUGheHpv4bC,0SD4eZCN4Kr0wQk56hCdh2
5ibkHQmhFSGfaCqMT0z7QR,5Mq7iqCWBzofK39FBqblNc
7fL1Feod61MWVEFHptltGs,7JSIM5U7TZym5M3Q1AFG80
3NsslLpsdANxC2pqG44UNL,5JmeloS88DjYXJulG7qgwF
4JYMeEAVnEVnJhXe1VZS2b,5EvFsr3kj42KNv97ZEnqij
7kUiJdXqLkMTkpY0PmXUv5,6tbjWDEIzxoDsBA1FuhfPW
7GbDnYwauvhJLmfs8fLGwQ,59hLmB5DrdihCYtNeFeW1U
4AdZV63ycxFLF6Hcol0QnB,1Xyo4u8uXC1ZmMpatF05PJ
2YI0nSvfqdSmRteWw26PDE,5MJAppfS5mnKHGtfQIjJI4
2IK2faEYu07GxN2mhZW0F4,3PhoLpVuITZKcymswpck5b
5mrXvDnW1MK275vDsplMIF,5PjekOABtfU2Kwo0AHVmci
5fpOmAuZaVyEXPlQ4oOqJ6,57bUPid8xztkieZfS7OlEV
4MfZuQLc3X8SwngAcD6OLD,6sfUgwUTFjy1SNF2uWOcPp
3Ru1PEQBFI88kBIWcPGGS8,4YPqbAiLzBg5DIfsgQZ8QK
6OU7EFtbj258KWnSd0SJFo,1IueXOQyABrMOprrzwQJWN
0uBV7PHIBOTOGJwxX674F9,0LyfQWJT6nXafLPZqxe9Of
4Gh6pRaXqXTtJx4plAJbBw,6P7H3ai06vU1sGvdpBwDmE
